Dernier,MA_150,MA_100,MA_50,RSI,signal_MA_50_MA_150,signal_MA_100_MA_150,signal_MA_50_MA_100
68964.8,65262.84066666668,66714.66399999999,67217.974,50.97137454606423,1.0,1.0,1.0
68366.5,65344.898666666675,66733.341,67323.11,49.88207692957573,1.0,1.0,1.0
68172.0,65439.51866666667,66748.314,67417.414,49.51164124431363,1.0,1.0,1.0
66855.3,65497.60866666666,66754.63699999999,67479.192,46.9687421220451,1.0,1.0,1.0
66080.4,65533.5,66755.093,67510.858,45.48805702743153,1.0,1.0,1.0
63792.6,65548.926,66725.288,67500.996,41.34402062341893,1.0,1.0,1.0
68270.1,65568.24066666666,66725.38799999999,67538.098,50.79245946366076,1.0,1.0,1.0
63135.8,65558.306,66683.548,67464.228,42.36518395788696,1.0,1.0,1.0
61994.5,65530.37,66608.11099999999,67405.314,40.74678870371192,1.0,1.0,1.0
62397.7,65501.03,66535.582,67354.046,41.59562948549081,1.0,1.0,1.0
61169.3,65453.78333333333,66454.174,67301.45,39.72831092853408,1.0,1.0,1.0
62467.6,65417.94666666666,66385.371,67281.174,42.65826924586488,1.0,1.0,1.0
57056.2,65345.597333333346,66248.018,67196.72,35.017277638678124,1.0,1.0,1.0
54495.1,65270.236000000004,66082.132,67010.516,32.087813421589644,1.0,1.0,1.0
51722.7,65179.25066666667,65893.867,66776.732,29.236498339584543,1.0,1.0,1.0
51571.6,65083.47599999999,65721.505,66494.216,29.08480569880291,1.0,1.0,1.0
50740.5,64971.38866666666,65551.175,66232.02799999999,28.217579450955682,1.0,1.0,1.0
51320.4,64859.13333333333,65386.77099999999,65915.398,29.790641174894617,1.0,1.0,1.0
51858.2,64757.198000000004,65230.052,65552.33,31.29437961890322,1.0,1.0,1.0
52263.5,64661.10533333334,65069.14,65185.15800000001,32.46826499619267,1.0,1.0,1.0
51783.6,64579.79266666667,64910.61800000001,64837.87,31.775970185516528,1.0,1.0,0.0
52117.5,64499.981333333344,64748.13300000001,64447.617999999995,32.84881286364737,0.0,1.0,0.0
51646.0,64410.62333333334,64570.306000000004,64093.33,32.08161936078686,0.0,1.0,0.0
52134.2,64326.301999999996,64406.5,63758.202000000005,33.805502756480294,0.0,1.0,0.0
51901.3,64267.01133333334,64232.669,63439.615999999995,33.37035397248333,0.0,0.0,0.0
51782.4,64217.49533333334,64065.017,63105.334,33.13585250064264,0.0,0.0,0.0
49716.0,64163.034666666674,63882.42,62780.394,29.284292110809616,0.0,0.0,0.0
49941.3,64113.727999999996,63690.278999999995,62470.435999999994,30.236427608116372,0.0,0.0,0.0
48277.3,64050.59866666667,63471.653000000006,62042.693999999996,27.31156017353051,0.0,0.0,0.0
47758.2,63982.05733333333,63235.008,61571.218,26.451922691156696,0.0,0.0,0.0
47127.5,63918.076,63043.49199999999,61121.538,25.40562514913647,0.0,0.0,0.0
45293.3,63847.623999999996,62827.25,60629.97,22.605252288014754,0.0,0.0,0.0
44339.8,63754.827999999994,62600.28,60101.524000000005,21.29139332303052,0.0,0.0,0.0
43087.7,63664.467333333334,62378.847,59574.43,19.67427730031376,0.0,0.0,0.0
42697.2,63568.94,62143.568,59028.388,19.184878548284786,0.0,0.0,0.0
42581.4,63451.48733333333,61953.687999999995,58482.176,19.033676056815068,0.0,0.0,0.0
43005.7,63324.17,61754.373,57998.052,21.475717477078277,0.0,0.0,0.0
43194.7,63192.86733333333,61571.52,57581.19,22.595638742089918,0.0,0.0,0.0
43081.4,63061.714666666674,61394.068,57167.10800000001,22.389490086916126,0.0,0.0,0.0
42580.5,62939.09533333334,61211.903999999995,56708.642,21.457439292319265,0.0,0.0,0.0
42946.2,62822.71466666666,61010.615999999995,56210.486,23.946709265519914,0.0,0.0,0.0
43299.8,62700.144666666674,60831.539,55835.482,26.376426946227625,0.0,0.0,0.0
42030.7,62574.68666666667,60628.669,55324.21399999999,23.477377289919446,0.0,0.0,0.0
